Timestamp;Address;Args
1728295739.8431766;/coixi;(0.4501916468143463, -15.548605918884277, 0.43815726041793823, 1.0)
1728295739.947296;/coixi;(0.43205907940864563, -12.0121431350708, 0.4258460998535156, 1.0)
1728295739.949295;/coixi;(0.4642208516597748, -9.0404634475708, 0.3306219279766083, 1.0)
1728295740.0550058;/coixi;(0.4205528795719147, -6.629103183746338, 0.3679165244102478, 1.0)
1728295740.056377;/coixi;(0.3702782094478607, -3.96874737739563, 0.43342041969299316, 1.0)
1728295740.150083;/coixi;(0.24787332117557526, -2.198981523513794, 0.6269933581352234, 1.0)
1728295740.2537313;/coixi;(0.23427946865558624, -1.0025430917739868, 0.5553686618804932, 1.0)
1728295740.255255;/coixi;(0.21640349924564362, -0.05784139782190323, 0.4616759717464447, 1.0)
1728295740.356323;/coixi;(0.235892191529274, 0.5579980611801147, 0.37359586358070374, 1.0)
1728295740.3573217;/coixi;(0.19982954859733582, 1.4887012243270874, 0.2934678792953491, 1.0)
1728295740.4649408;/coixi;(0.1112612709403038, 2.867633104324341, 0.12208836525678635, 1.0)
1728295740.567346;/coixi;(-0.019889269024133682, 4.295887470245361, -0.10965470969676971, 1.0)
1728295740.5693512;/coixi;(-0.13150468468666077, 4.6947784423828125, -0.2751735746860504, 1.0)
1728295740.662601;/coixi;(-0.3424745798110962, 4.701128005981445, -0.2700609862804413, 1.0)
1728295740.6636033;/coixi;(-0.6836189031600952, 5.071159362792969, -0.3212200701236725, 1.0)
1728295740.7651415;/coixi;(-1.0750936269760132, 5.678794860839844, -0.34375664591789246, 1.0)
1728295740.7671576;/coixi;(-1.0359333753585815, 6.661165714263916, -0.14446283876895905, 1.0)
1728295740.8671846;/coixi;(-0.9736037254333496, 8.098126411437988, -0.12887144088745117, 1.0)
1728295740.9781578;/coixi;(-0.9040417671203613, 9.958057403564453, -0.042237430810928345, 1.0)
1728295740.9801004;/coixi;(-0.6469800472259521, 11.321916580200195, 0.018857985734939575, 1.0)
1728295741.0689716;/coixi;(-0.9257449507713318, 13.772078514099121, 0.19456052780151367, 1.0)
1728295741.0719728;/coixi;(-0.9992488622665405, 16.89189910888672, 0.13995762169361115, 1.0)
1728295741.1734629;/coixi;(-1.1259872913360596, 20.115591049194336, 0.025026479735970497, 1.0)
1728295741.2847548;/coixi;(-0.7481757998466492, 23.328845977783203, 0.15982386469841003, 1.0)
1728295741.286696;/coixi;(-0.8823710083961487, 26.418237686157227, 0.5225273966789246, 1.0)
1728295741.3802023;/coixi;(-1.0865809917449951, 28.768213272094727, 0.4892731308937073, 1.0)
1728295741.3822033;/coixi;(-1.4273513555526733, 30.643163681030273, 0.35364988446235657, 1.0)
1728295741.4821894;/coixi;(-1.747931957244873, 32.24193572998047, 0.057595930993556976, 1.0)
1728295741.4848495;/coixi;(-1.7958732843399048, 34.54775619506836, -0.17206649482250214, 1.0)
1728295741.583522;/coixi;(-1.731906771659851, 35.926963806152344, -0.2939445674419403, 1.0)
1728295741.694591;/coixi;(-1.4517080783843994, 37.217403411865234, -0.27089470624923706, 1.0)
1728295741.6956174;/coixi;(-1.2630252838134766, 38.612579345703125, -0.6092053651809692, 1.0)
1728295741.7901716;/coixi;(-1.1805098056793213, 39.827152252197266, -0.8313423991203308, 1.0)
1728295741.7921789;/coixi;(-0.9200026988983154, 40.61765670776367, -0.8976991772651672, 1.0)
1728295741.890708;/coixi;(-0.796575129032135, 40.84156036376953, -0.915367603302002, 1.0)
1728295742.0009925;/coixi;(-0.5852587223052979, 41.13646697998047, -0.7421492338180542, 1.0)
1728295742.0019937;/coixi;(-0.6869170665740967, 40.77781295776367, -0.7051751613616943, 1.0)
1728295742.0965285;/coixi;(-0.7281454801559448, 40.37496566772461, -0.69454026222229, 1.0)
1728295742.0970464;/coixi;(-0.792182445526123, 39.53971862792969, -0.7726419568061829, 1.0)
1728295742.199504;/coixi;(-0.8492993712425232, 37.96731948852539, -0.6915577054023743, 1.0)
1728295742.200506;/coixi;(-0.9494481086730957, 36.29326629638672, -0.6084474325180054, 1.0)
1728295742.3000615;/coixi;(-0.8825198411941528, 33.42441940307617, -0.5942202210426331, 1.0)
1728295742.404789;/coixi;(-0.7101973295211792, 30.15938377380371, -0.5921268463134766, 1.0)
1728295742.4064815;/coixi;(-0.6142926216125488, 26.522384643554688, -0.6124647259712219, 1.0)
1728295742.5066657;/coixi;(-0.5950286388397217, 22.862794876098633, -0.4670047163963318, 1.0)
1728295742.5086596;/coixi;(-0.5841735601425171, 19.013835906982422, -0.3866643011569977, 1.0)
1728295742.6075506;/coixi;(-0.5038502812385559, 15.110623359680176, -0.10612964630126953, 1.0)
1728295742.7116883;/coixi;(-0.6127602458000183, 10.29612922668457, 0.046759121119976044, 1.0)
1728295742.7146864;/coixi;(-0.7873731851577759, 6.775206565856934, 0.18037769198417664, 1.0)
1728295742.8147047;/coixi;(-1.007343053817749, 3.5545332431793213, 0.2355589121580124, 1.0)
1728295742.8167372;/coixi;(-0.8990901112556458, 0.9948794841766357, 0.42023441195487976, 1.0)
1728295742.916605;/coixi;(-0.9690337181091309, -1.2780394554138184, 0.4400556981563568, 1.0)
1728295742.918603;/coixi;(-0.8462193608283997, -2.726475715637207, 0.43227261304855347, 1.0)
1728295743.0157015;/coixi;(-0.9971461296081543, -4.3075714111328125, 0.4251191318035126, 1.0)
1728295743.120842;/coixi;(-1.1815500259399414, -5.266517162322998, 0.348463237285614, 1.0)
1728295743.121841;/coixi;(-1.4132189750671387, -6.079715728759766, 0.21934756636619568, 1.0)
1728295743.2209718;/coixi;(-1.6610994338989258, -7.082851886749268, 0.1173849105834961, 1.0)
1728295743.2229729;/coixi;(-1.9403105974197388, -7.218262672424316, -0.0544242262840271, 1.0)
1728295743.32477;/coixi;(-2.2328429222106934, -7.270461082458496, -0.21208523213863373, 1.0)
1728295743.4254308;/coixi;(-2.5931777954101562, -6.980717658996582, -0.3717045485973358, 1.0)
1728295743.4284637;/coixi;(-3.4529242515563965, -6.444523811340332, -0.5883943438529968, 1.0)
1728295743.5377276;/coixi;(-5.09614896774292, -5.579876899719238, -0.9062681198120117, 1.0)
1728295743.538723;/coixi;(-7.498517036437988, -4.422976016998291, -1.2786983251571655, 1.0)
1728295743.630838;/coixi;(-10.729757308959961, -3.0200493335723877, -1.7856525182724, 1.0)
1728295743.7435784;/coixi;(-13.823479652404785, -2.575841188430786, -2.5407841205596924, 1.0)
1728295743.7471564;/coixi;(-16.805295944213867, -2.2045512199401855, -3.353071928024292, 1.0)
1728295743.8346996;/coixi;(-19.99148178100586, -1.8569446802139282, -4.343937397003174, 1.0)
1728295743.8372319;/coixi;(-23.64911460876465, -1.7296823263168335, -5.3715643882751465, 1.0)
1728295743.9400775;/coixi;(-27.157140731811523, -1.7112287282943726, -6.495984077453613, 1.0)
1728295743.9420831;/coixi;(-30.188005447387695, -2.0456326007843018, -7.563498020172119, 1.0)
1728295744.049296;/coixi;(-32.96433639526367, -2.445310354232788, -8.637187004089355, 1.0)
1728295744.1515555;/coixi;(-35.785362243652344, -3.0213465690612793, -9.746529579162598, 1.0)
1728295744.1527987;/coixi;(-38.486717224121094, -3.8886544704437256, -10.954090118408203, 1.0)
1728295744.2471333;/coixi;(-40.64825439453125, -4.787202835083008, -12.229241371154785, 1.0)
1728295744.2491364;/coixi;(-42.48108673095703, -5.961333274841309, -13.41744327545166, 1.0)
1728295744.3478498;/coixi;(-44.01123046875, -7.168066024780273, -14.43764877319336, 1.0)
1728295744.4518685;/coixi;(-45.260093688964844, -8.405851364135742, -15.484633445739746, 1.0)
1728295744.4528637;/coixi;(-46.30234146118164, -9.45864200592041, -16.581714630126953, 1.0)
1728295744.554638;/coixi;(-47.048343658447266, -10.112776756286621, -17.832401275634766, 1.0)
1728295744.5561898;/coixi;(-47.63398361206055, -10.653247833251953, -19.068180084228516, 1.0)
1728295744.653647;/coixi;(-48.130638122558594, -11.378009796142578, -20.117027282714844, 1.0)
1728295744.6561797;/coixi;(-48.4284782409668, -12.089289665222168, -21.13307762145996, 1.0)
1728295744.7578878;/coixi;(-48.64251708984375, -12.650575637817383, -22.265121459960938, 1.0)
1728295744.862969;/coixi;(-48.89924621582031, -13.352160453796387, -23.25663948059082, 1.0)
1728295744.8639693;/coixi;(-48.890159606933594, -13.842408180236816, -24.275793075561523, 1.0)
1728295744.9639437;/coixi;(-48.68796920776367, -14.086931228637695, -25.358129501342773, 1.0)
1728295744.96652;/coixi;(-48.354129791259766, -14.326287269592285, -26.315052032470703, 1.0)
1728295745.0648627;/coixi;(-47.91353225708008, -14.462153434753418, -27.244884490966797, 1.0)
1728295745.1689787;/coixi;(-47.31427001953125, -14.606671333312988, -28.048080444335938, 1.0)
1728295745.1701274;/coixi;(-46.420589447021484, -14.508561134338379, -28.887435913085938, 1.0)
1728295745.2717242;/coixi;(-45.2678337097168, -14.2552490234375, -29.76906967163086, 1.0)
1728295745.273726;/coixi;(-43.88323211669922, -13.969407081604004, -30.373783111572266, 1.0)
1728295745.373455;/coixi;(-42.09534454345703, -13.229888916015625, -30.951953887939453, 1.0)
1728295745.3770115;/coixi;(-39.9910774230957, -12.123969078063965, -31.68758201599121, 1.0)
1728295745.475517;/coixi;(-37.55397415161133, -11.185832023620605, -32.126121520996094, 1.0)
1728295745.578415;/coixi;(-34.63856506347656, -9.773628234863281, -32.433082580566406, 1.0)
1728295745.5794182;/coixi;(-31.149534225463867, -8.19112777709961, -32.76182556152344, 1.0)
1728295745.6811028;/coixi;(-27.325496673583984, -6.966423034667969, -32.9305419921875, 1.0)
1728295745.682099;/coixi;(-23.23214340209961, -5.610065937042236, -32.80902862548828, 1.0)
1728295745.7825832;/coixi;(-18.303508758544922, -3.3776676654815674, -32.39262008666992, 1.0)
1728295745.8848681;/coixi;(-12.903290748596191, -1.0335135459899902, -31.350404739379883, 1.0)
1728295745.8877306;/coixi;(-6.749129295349121, 1.590272068977356, -29.69948387145996, 1.0)
1728295745.9880261;/coixi;(6.113870143890381, 5.901828765869141, -24.65837860107422, 1.0)
1728295746.087516;/coixi;(11.785922050476074, 7.227678298950195, -21.332338333129883, 1.0)
1728295746.1928778;/coixi;(16.625869750976562, 8.10373306274414, -18.201963424682617, 1.0)
1728295746.195922;/coixi;(21.026546478271484, 8.811684608459473, -15.007262229919434, 1.0)
1728295746.2947533;/coixi;(25.070032119750977, 9.171309471130371, -11.754230499267578, 1.0)
1728295746.2947533;/coixi;(29.122682571411133, 9.128288269042969, -8.542673110961914, 1.0)
1728295746.3974648;/coixi;(33.08365249633789, 9.127836227416992, -5.343225479125977, 1.0)
1728295746.4079797;/coixi;(36.92555618286133, 8.59554386138916, -2.242405652999878, 1.0)
1728295746.4985318;/coixi;(40.433555603027344, 8.342571258544922, 0.9955449104309082, 1.0)
1728295746.6011202;/coixi;(43.565956115722656, 7.389514923095703, 3.8627490997314453, 1.0)
1728295746.6132057;/coixi;(46.1369743347168, 6.301591396331787, 6.533313751220703, 1.0)
1728295746.7016873;/coixi;(48.44401550292969, 5.016071796417236, 8.938604354858398, 1.0)
1728295746.705999;/coixi;(50.56593704223633, 3.6371357440948486, 11.161055564880371, 1.0)
1728295746.805656;/coixi;(52.47826385498047, 2.1322989463806152, 13.496173858642578, 1.0)
1728295746.9159296;/coixi;(54.17761993408203, 0.5784268379211426, 15.563136100769043, 1.0)
1728295746.917927;/coixi;(55.4219970703125, -0.9168789386749268, 17.415281295776367, 1.0)
1728295747.012533;/coixi;(56.37367248535156, -2.3503217697143555, 19.028467178344727, 1.0)
1728295747.0135314;/coixi;(57.05754470825195, -3.7735843658447266, 20.408964157104492, 1.0)
1728295747.1155894;/coixi;(57.38851547241211, -4.866154670715332, 21.818767547607422, 1.0)
1728295747.1166089;/coixi;(57.40691375732422, -5.892817974090576, 23.036975860595703, 1.0)
1728295747.2159743;/coixi;(57.19629669189453, -6.688704013824463, 24.16212272644043, 1.0)
1728295747.326187;/coixi;(56.99742126464844, -7.562960624694824, 25.18377685546875, 1.0)
1728295747.328181;/coixi;(56.805355072021484, -8.29456901550293, 26.218751907348633, 1.0)
1728295747.422675;/coixi;(56.60554122924805, -8.954645156860352, 27.23303985595703, 1.0)
1728295747.4236658;/coixi;(56.45594787597656, -9.662579536437988, 28.17943572998047, 1.0)
1728295747.5226793;/coixi;(56.213531494140625, -10.268257141113281, 29.012948989868164, 1.0)
1728295747.6326869;/coixi;(56.05499267578125, -10.834495544433594, 29.838132858276367, 1.0)
1728295747.6346915;/coixi;(55.94136047363281, -11.425501823425293, 30.65481948852539, 1.0)
1728295747.7305079;/coixi;(55.84895324707031, -11.94530963897705, 31.43204689025879, 1.0)
1728295747.7311277;/coixi;(55.650474548339844, -12.477956771850586, 32.038536071777344, 1.0)
1728295747.8350935;/coixi;(55.29595947265625, -12.752866744995117, 32.695159912109375, 1.0)
1728295747.8361146;/coixi;(54.691741943359375, -12.889134407043457, 33.27580642700195, 1.0)
1728295747.931815;/coixi;(53.63469696044922, -12.61171817779541, 33.7513313293457, 1.0)
1728295748.0388095;/coixi;(52.021156311035156, -11.722609519958496, 34.145626068115234, 1.0)
1728295748.0408027;/coixi;(50.00357437133789, -10.674756050109863, 34.320430755615234, 1.0)
1728295748.1399088;/coixi;(47.954864501953125, -9.460494041442871, 34.34169387817383, 1.0)
1728295748.140914;/coixi;(46.096309661865234, -8.388233184814453, 34.135013580322266, 1.0)
1728295748.2413816;/coixi;(44.15034484863281, -7.197499752044678, 33.95344543457031, 1.0)
1728295748.3448935;/coixi;(42.1435432434082, -5.8758015632629395, 33.64375305175781, 1.0)
1728295748.3467531;/coixi;(39.85093307495117, -4.0890679359436035, 33.35047149658203, 1.0)
1728295748.442808;/coixi;(37.37129592895508, -2.2103874683380127, 32.97947692871094, 1.0)
1728295748.4474037;/coixi;(34.63429641723633, -0.007200022228062153, 32.51459884643555, 1.0)
1728295748.5489285;/coixi;(31.729263305664062, 2.3051793575286865, 31.782503128051758, 1.0)
1728295748.5499282;/coixi;(28.893110275268555, 4.355135440826416, 30.91887092590332, 1.0)
1728295748.6589766;/coixi;(26.198596954345703, 6.248276233673096, 29.847200393676758, 1.0)
1728295748.7537036;/coixi;(23.49354362487793, 7.97467565536499, 28.789384841918945, 1.0)
1728295748.7552223;/coixi;(20.66735076904297, 10.067988395690918, 27.71278953552246, 1.0)
1728295748.8558846;/coixi;(18.106863021850586, 11.647866249084473, 26.37814712524414, 1.0)
1728295748.8568914;/coixi;(16.0384464263916, 12.437190055847168, 24.845869064331055, 1.0)
1728295748.9579802;/coixi;(14.076438903808594, 12.655679702758789, 23.342607498168945, 1.0)
1728295749.0686839;/coixi;(12.746798515319824, 12.463115692138672, 22.0272216796875, 1.0)
1728295749.0696776;/coixi;(11.682427406311035, 12.27517032623291, 20.92533302307129, 1.0)
1728295749.1638293;/coixi;(10.527952194213867, 12.814667701721191, 19.966041564941406, 1.0)
1728295749.1663947;/coixi;(9.683156967163086, 13.418729782104492, 18.87718963623047, 1.0)
1728295749.2633402;/coixi;(8.909241676330566, 14.538165092468262, 17.878293991088867, 1.0)
1728295749.3725631;/coixi;(8.314703941345215, 15.871646881103516, 17.120407104492188, 1.0)
1728295749.373565;/coixi;(7.9289751052856445, 17.217103958129883, 16.361568450927734, 1.0)
1728295749.4705775;/coixi;(7.576976776123047, 18.575361251831055, 15.583328247070312, 1.0)
1728295749.4715776;/coixi;(7.317431449890137, 19.115354537963867, 14.985902786254883, 1.0)
1728295749.57232;/coixi;(7.227321624755859, 19.273710250854492, 14.288290023803711, 1.0)
1728295749.573323;/coixi;(6.988596439361572, 18.86585807800293, 13.386194229125977, 1.0)
1728295749.673786;/coixi;(6.627237796783447, 17.969770431518555, 12.462278366088867, 1.0)
1728295749.7763212;/coixi;(6.367074966430664, 16.666976928710938, 11.620749473571777, 1.0)
1728295749.7783356;/coixi;(6.190624713897705, 14.168137550354004, 10.907986640930176, 1.0)
1728295749.8799193;/coixi;(6.215813636779785, 9.699283599853516, 9.99954605102539, 1.0)
1728295749.8819177;/coixi;(6.345890522003174, 5.061460971832275, 9.127988815307617, 1.0)
1728295749.9819026;/coixi;(6.30405855178833, 1.8770952224731445, 8.385586738586426, 1.0)
1728295750.0914054;/coixi;(6.449865341186523, -1.1970407962799072, 7.735861301422119, 1.0)
1728295750.094937;/coixi;(6.433072090148926, -2.9738223552703857, 7.042613983154297, 1.0)
1728295750.1834612;/coixi;(6.470563888549805, -4.903532981872559, 6.473818302154541, 1.0)
1728295750.1870313;/coixi;(6.309083938598633, -6.1057844161987305, 6.017049789428711, 1.0)
1728295750.2894826;/coixi;(6.169182300567627, -6.4848127365112305, 5.640723705291748, 1.0)
1728295750.2904816;/coixi;(6.146538734436035, -6.4681782722473145, 5.318026542663574, 1.0)
1728295750.3914165;/coixi;(6.161983966827393, -6.674976825714111, 4.961976528167725, 1.0)
1728295750.501633;/coixi;(6.071237087249756, -6.665300369262695, 4.557817459106445, 1.0)
1728295750.5026283;/coixi;(5.74083948135376, -6.480247974395752, 4.02632474899292, 1.0)
1728295750.5976384;/coixi;(5.222740173339844, -6.427154541015625, 3.5553650856018066, 1.0)
1728295750.5996377;/coixi;(4.42546272277832, -6.560985088348389, 3.1283254623413086, 1.0)
1728295750.6971931;/coixi;(3.4405670166015625, -6.481106281280518, 2.5357677936553955, 1.0)
1728295750.8084292;/coixi;(1.602075219154358, -6.6420159339904785, 1.9439444541931152, 1.0)
1728295750.8094301;/coixi;(-1.0949103832244873, -7.023880481719971, 1.3107733726501465, 1.0)
1728295750.9106007;/coixi;(-4.547078609466553, -8.492292404174805, 0.9688407778739929, 1.0)
1728295751.1153822;/coixi;(-17.804582595825195, -13.925154685974121, -1.4293872117996216, 1.0)
1728295751.207998;/coixi;(-20.69439697265625, -14.568391799926758, -2.8881618976593018, 1.0)
1728295751.218053;/coixi;(-22.632230758666992, -15.12192440032959, -4.176296710968018, 1.0)
1728295751.3124526;/coixi;(-23.98202133178711, -16.284690856933594, -4.952881336212158, 1.0)
1728295751.3124526;/coixi;(-25.212665557861328, -18.03623390197754, -5.219640254974365, 1.0)
1728295751.4141378;/coixi;(-26.466033935546875, -19.03565788269043, -5.694422245025635, 1.0)
1728295751.5248816;/coixi;(-27.648069381713867, -20.22855567932129, -6.1841206550598145, 1.0)
1728295751.526437;/coixi;(-28.41028594970703, -20.909259796142578, -6.961030960083008, 1.0)
1728295751.6210713;/coixi;(-29.06380844116211, -21.524612426757812, -7.892785549163818, 1.0)
1728295751.6230683;/coixi;(-29.707551956176758, -22.21440887451172, -8.401572227478027, 1.0)
1728295751.723444;/coixi;(-30.11996841430664, -23.031885147094727, -8.541857719421387, 1.0)
1728295751.72597;/coixi;(-30.171178817749023, -23.754528045654297, -8.951364517211914, 1.0)
1728295751.8313787;/coixi;(-29.945810317993164, -24.468442916870117, -9.185003280639648, 1.0)
1728295751.9291341;/coixi;(-29.554691314697266, -24.947288513183594, -9.483865737915039, 1.0)
1728295751.9311383;/coixi;(-29.176542282104492, -24.941564559936523, -9.988585472106934, 1.0)
1728295752.0323107;/coixi;(-28.800853729248047, -24.747177124023438, -10.508779525756836, 1.0)
1728295752.0333078;/coixi;(-28.382604598999023, -24.400836944580078, -10.843009948730469, 1.0)
1728295752.13713;/coixi;(-27.58053970336914, -23.9664249420166, -11.092698097229004, 1.0)
1728295752.237211;/coixi;(-26.652503967285156, -23.835817337036133, -10.958205223083496, 1.0)
1728295752.239202;/coixi;(-25.934473037719727, -23.41563606262207, -10.916776657104492, 1.0)
1728295752.338333;/coixi;(-25.206125259399414, -23.333547592163086, -10.848779678344727, 1.0)
1728295752.339331;/coixi;(-24.552814483642578, -23.204343795776367, -10.668384552001953, 1.0)
1728295752.4389286;/coixi;(-23.727922439575195, -23.1530818939209, -10.42883014678955, 1.0)
1728295752.54096;/coixi;(-22.79210662841797, -23.264081954956055, -10.206786155700684, 1.0)
1728295752.542962;/coixi;(-21.781909942626953, -23.102872848510742, -9.953068733215332, 1.0)
1728295752.6461253;/coixi;(-20.58734893798828, -22.715423583984375, -9.564593315124512, 1.0)
1728295752.6481168;/coixi;(-19.253305435180664, -22.481307983398438, -9.013367652893066, 1.0)
1728295752.755253;/coixi;(-17.78365707397461, -21.915834426879883, -8.444110870361328, 1.0)
1728295752.755253;/coixi;(-15.953380584716797, -21.587923049926758, -7.786520957946777, 1.0)
1728295752.857455;/coixi;(-14.049097061157227, -21.392414093017578, -7.000268459320068, 1.0)
1728295752.9510186;/coixi;(-11.912050247192383, -21.389381408691406, -6.049457550048828, 1.0)
1728295752.9520226;/coixi;(-9.463790893554688, -21.606468200683594, -5.1441240310668945, 1.0)
1728295753.0559082;/coixi;(-6.763325214385986, -22.09156608581543, -4.112787246704102, 1.0)
1728295753.0579097;/coixi;(-4.204044818878174, -22.124267578125, -3.365177631378174, 1.0)
1728295753.1561258;/coixi;(-1.6232423782348633, -22.557933807373047, -2.312016725540161, 1.0)
1728295753.2669823;/coixi;(0.7299524545669556, -23.081968307495117, -1.1758753061294556, 1.0)
1728295753.2679832;/coixi;(2.6398513317108154, -23.132368087768555, -0.44084030389785767, 1.0)
1728295753.358177;/coixi;(4.272200107574463, -23.50916862487793, 0.2700485289096832, 1.0)
1728295753.360178;/coixi;(5.807401180267334, -23.867019653320312, 1.1386252641677856, 1.0)
1728295753.4650452;/coixi;(7.835294246673584, -24.289024353027344, 2.0542526245117188, 1.0)
1728295753.4660747;/coixi;(10.039029121398926, -24.760250091552734, 3.0659701824188232, 1.0)
1728295753.565494;/coixi;(12.218984603881836, -24.63125228881836, 4.09793758392334, 1.0)
1728295753.6761985;/coixi;(14.190013885498047, -24.058530807495117, 4.787319183349609, 1.0)
1728295753.6791945;/coixi;(16.11271858215332, -23.428794860839844, 5.307336807250977, 1.0)
1728295753.7684674;/coixi;(18.077735900878906, -22.729589462280273, 5.91084098815918, 1.0)
1728295753.770468;/coixi;(20.12774085998535, -22.235088348388672, 6.479461669921875, 1.0)
1728295753.8723419;/coixi;(22.16640853881836, -22.146923065185547, 7.087701797485352, 1.0)
1728295753.9826124;/coixi;(24.039695739746094, -21.86686897277832, 7.75495719909668, 1.0)
1728295753.9846175;/coixi;(25.599931716918945, -21.11298370361328, 8.166205406188965, 1.0)
1728295754.0840435;/coixi;(27.325359344482422, -20.86781120300293, 8.514527320861816, 1.0)
1728295754.085566;/coixi;(29.260581970214844, -20.59395408630371, 9.182186126708984, 1.0)
1728295754.1784737;/coixi;(30.982709884643555, -20.124582290649414, 10.096452713012695, 1.0)
1728295754.1804662;/coixi;(32.46525955200195, -20.345613479614258, 10.987528800964355, 1.0)
1728295754.2809415;/coixi;(33.91399383544922, -20.777801513671875, 12.048515319824219, 1.0)
1728295754.3825905;/coixi;(35.4035530090332, -20.983850479125977, 12.98302173614502, 1.0)
1728295754.383592;/coixi;(36.6977653503418, -20.954946517944336, 13.763487815856934, 1.0)
1728295754.4870086;/coixi;(37.73733901977539, -20.734325408935547, 14.566346168518066, 1.0)
1728295754.4890165;/coixi;(38.733482360839844, -20.08285903930664, 15.100288391113281, 1.0)
1728295754.5870366;/coixi;(39.78342819213867, -19.31800651550293, 15.537025451660156, 1.0)
1728295754.6922464;/coixi;(40.88576126098633, -17.51698112487793, 15.91330337524414, 1.0)
1728295754.7950153;/coixi;(43.53190994262695, -12.914081573486328, 17.096145629882812, 1.0)
1728295754.7968936;/coixi;(45.14341735839844, -11.164826393127441, 18.088598251342773, 1.0)
1728295754.8962498;/coixi;(46.467430114746094, -10.3992338180542, 19.08810806274414, 1.0)
1728295755.0050652;/coixi;(47.82020950317383, -8.983141899108887, 20.02629852294922, 1.0)
1728295755.0069327;/coixi;(48.818031311035156, -7.759872913360596, 21.143638610839844, 1.0)
1728295755.1022682;/coixi;(49.931148529052734, -6.532809734344482, 22.079463958740234, 1.0)
1728295755.1032658;/coixi;(51.16765213012695, -5.499627113342285, 22.86273193359375, 1.0)
1728295755.2079206;/coixi;(52.20183181762695, -3.8493540287017822, 23.474098205566406, 1.0)
